ea_year,lea_code,lea_name,school_code,school_name,grade,new_lea_code,new_lea_name,new_school_code,new_school_name,new_grade,count
2011,129,KIPP ACADEMY PCS,189,KIPP DC KEY ACADEMY PCS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,9,-1
2011,129,KIPP ACADEMY PCS,189,KIPP DC KEY ACADEMY PCS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,466,SCHOOL WITHOUT WALLS SHS,9,-1
2011,129,KIPP ACADEMY PCS,1121,KIPP DC PROMISE PCS,1,,Other Outcome,,Other Outcome,,13
2011,129,KIPP ACADEMY PCS,1121,KIPP DC PROMISE PCS,1,129,KIPP DC PCS,1121,KIPP DC PROMISE PCS,2,90
2011,129,KIPP ACADEMY PCS,1121,KIPP DC PROMISE PCS,2,,Other Outcome,,Other Outcome,,-1
2011,129,KIPP ACADEMY PCS,1121,KIPP DC PROMISE PCS,2,129,KIPP DC PCS,1121,KIPP DC PROMISE PCS,2,-1
2011,129,KIPP ACADEMY PCS,1121,KIPP DC PROMISE PCS,2,129,KIPP DC PCS,1121,KIPP DC PROMISE PCS,3,89
2011,129,KIPP ACADEMY PCS,1121,KIPP DC PROMISE PCS,3,,Other Outcome,,Other Outcome,,12
2011,129,KIPP ACADEMY PCS,1121,KIPP DC PROMISE PCS,3,129,KIPP DC PCS,1121,KIPP DC PROMISE PCS,4,92
2011,129,KIPP ACADEMY PCS,1122,KIPP DC DISCOVER PCS,PS,,Out of District,,Out of District,,-1
2011,129,KIPP ACADEMY PCS,1122,KIPP DC DISCOVER PCS,PS,,Other Outcome,,Other Outcome,,-1
2011,129,KIPP ACADEMY PCS,1122,KIPP DC DISCOVER PCS,PS,129,KIPP DC PCS,1122,KIPP DC DISCOVER PCS,PK,86
2011,129,KIPP ACADEMY PCS,1122,KIPP DC DISCOVER PCS,PK,,Out of District,,Out of District,,-1
2011,129,KIPP ACADEMY PCS,1122,KIPP DC DISCOVER PCS,PK,,Other Outcome,,Other Outcome,,-1
2011,129,KIPP ACADEMY PCS,1122,KIPP DC DISCOVER PCS,PK,129,KIPP DC PCS,1122,KIPP DC DISCOVER PCS,KG,90
2011,129,KIPP ACADEMY PCS,1122,KIPP DC DISCOVER PCS,KG,,Other Outcome,,Other Outcome,,12
2011,129,KIPP ACADEMY PCS,1122,KIPP DC DISCOVER PCS,KG,129,KIPP DC PCS,3071,KIPP DC HEIGHTS ACADEMY PCS,1,88
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,9,,Out of District,,Out of District,,10
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,9,,Other Outcome,,Other Outcome,,23
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,9,129,KIPP DC PCS,1123,KIPP DC COLLEGE PREP PCS,9,-1
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,9,129,KIPP DC PCS,1123,KIPP DC COLLEGE PREP PCS,10,97
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,10,,Out of District,,Out of District,,15
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,10,,Other Outcome,,Other Outcome,,23
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,10,129,KIPP DC PCS,1123,KIPP DC COLLEGE PREP PCS,10,-1
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,10,129,KIPP DC PCS,1123,KIPP DC COLLEGE PREP PCS,11,65
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,11,,Other Outcome,,Other Outcome,,-1
2011,129,KIPP ACADEMY PCS,1123,KIPP DC COLLEGE PREP PCS,11,129,KIPP DC PCS,1123,KIPP DC COLLEGE PREP PCS,12,80
2011,129,KIPP ACADEMY PCS,1129,KIPP DC GROW ACADEMY PCS,PS,,Other Outcome,,Other Outcome,,-1
2011,129,KIPP ACADEMY PCS,1129,KIPP DC GROW ACADEMY PCS,PK,,Out of District,,Out of District,,-1
2011,129,KIPP ACADEMY PCS,1129,KIPP DC GROW ACADEMY PCS,PK,,Other Outcome,,Other Outcome,,-1
2011,129,KIPP ACADEMY PCS,1129,KIPP DC GROW ACADEMY PCS,PK,129,KIPP DC PCS,1129,KIPP DC GROW ACADEMY PCS,KG,85
2011,129,KIPP ACADEMY PCS,1129,KIPP DC GROW ACADEMY PCS,KG,,Out of District,,Out of District,,10
2011,129,KIPP ACADEMY PCS,1129,KIPP DC GROW ACADEMY PCS,KG,,Other Outcome,,Other Outcome,,-1
2011,129,KIPP ACADEMY PCS,1129,KIPP DC GROW ACADEMY PCS,KG,129,KIPP DC PCS,190,KIPP DC LEAD ACADEMY,1,85
2011,129,KIPP ACADEMY PCS,3071,KIPP DC HEIGHTS ACADEMY,1,,Other Outcome,,Other Outcome,,-1
2011,129,KIPP ACADEMY PCS,3071,KIPP DC HEIGHTS ACADEMY,1,129,KIPP DC PCS,3071,KIPP DC HEIGHTS ACADEMY PCS,1,-1
2011,129,KIPP ACADEMY PCS,3071,KIPP DC HEIGHTS ACADEMY,1,129,KIPP DC PCS,3071,KIPP DC HEIGHTS ACADEMY PCS,2,95
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,PS,,Out of District,,Out of District,,-1
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,PS,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,KG,13
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,PS,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,PK,48
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,PK,,Other Outcome,,Other Outcome,,-1
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,PK,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,KG,44
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,PK,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,PK,16
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,KG,,Other Outcome,,Other Outcome,,-1
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,KG,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,1,29
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,1,,Other Outcome,,Other Outcome,,-1
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,1,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,2,31
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,2,,Other Outcome,,Other Outcome,,-1
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,2,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,3,22
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,3,,Other Outcome,,Other Outcome,,-1
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,3,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,4,11
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,4,,Other Outcome,,Other Outcome,,-1
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,4,130,LATIN AMERICAN MONTESSORI BILINGUAL (LAMB) PCS,193,LATIN AMERICA MONTESSORI BILINGUAL (LAMB) PCS,5,-1
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,5,,Other Outcome,,Other Outcome,,11
2011,130,LATIN AMERICA YOUTH BILINGUAL MONTESSORI,193,LATIN AMERICA YOUTH BILINGUAL MONTESSORI PCS,6,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,PS,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,PS,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,PK,36
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,PK,,Other Outcome,,Other Outcome,,10
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,PK,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,KG,25
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,KG,,Out of District,,Out of District,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,KG,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,KG,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,1,24
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,1,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,1,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,2,25
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,2,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,2,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,3,23
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,3,,Out of District,,Out of District,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,3,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,3,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,4,23
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,4,,Out of District,,Out of District,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,4,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,4,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,5,20
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,5,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,5,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,6,25
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,6,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,6,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,7,16
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,7,,Other Outcome,,Other Outcome,,-1
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,7,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,8,14
2011,132,MARY MCLEOD BETHUNE  PCS,135,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,8,,Other Outcome,,Other Outcome,,14
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,6,,Out of District,,Out of District,,11
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,6,,Other Outcome,,Other Outcome,,-1
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,6,133,MAYA ANGELOU PCS,133,MAYA ANGELOU MIDDLE CAMPUS PCS,7,44
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,7,,Out of District,,Out of District,,-1
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,7,,Other Outcome,,Other Outcome,,10
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,7,133,MAYA ANGELOU PCS,133,MAYA ANGELOU MIDDLE CAMPUS PCS,8,51
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,8,,Out of District,,Out of District,,12
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,8,,Other Outcome,,Other Outcome,,26
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,8,120,FRIENDSHIP PCS,186,FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY,9,13
2011,133,MAYA ANGELOU PCS,133,MAYA ANGELOU   MIDDLE CAMPUS PCS,8,133,MAYA ANGELOU PCS,101,MAYA ANGELOU EVANS CAMPUS PCS,9,28
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,PS,,Out of District,,Out of District,,10
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,PS,,Other Outcome,,Other Outcome,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,PS,135,MERIDIAN PCS,165,MERIDIAN PCS,PK,38
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,PK,,Out of District,,Out of District,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,PK,,Other Outcome,,Other Outcome,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,PK,135,MERIDIAN PCS,165,MERIDIAN PCS,KG,36
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,KG,,Out of District,,Out of District,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,KG,,Other Outcome,,Other Outcome,,16
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,KG,135,MERIDIAN PCS,165,MERIDIAN PCS,1,50
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,1,,Out of District,,Out of District,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,1,,Other Outcome,,Other Outcome,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,1,135,MERIDIAN PCS,165,MERIDIAN PCS,2,60
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,2,,Other Outcome,,Other Outcome,,10
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,2,135,MERIDIAN PCS,165,MERIDIAN PCS,3,40
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,3,,Out of District,,Out of District,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,3,,Other Outcome,,Other Outcome,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,3,135,MERIDIAN PCS,165,MERIDIAN PCS,4,31
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,4,,Out of District,,Out of District,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,4,,Other Outcome,,Other Outcome,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,4,135,MERIDIAN PCS,165,MERIDIAN PCS,5,40
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,5,,Other Outcome,,Other Outcome,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,5,135,MERIDIAN PCS,165,MERIDIAN PCS,6,37
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,6,,Other Outcome,,Other Outcome,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,6,135,MERIDIAN PCS,165,MERIDIAN PCS,7,24
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,7,,Out of District,,Out of District,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,7,,Other Outcome,,Other Outcome,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,7,135,MERIDIAN PCS,165,MERIDIAN PCS,8,20
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,8,,Out of District,,Out of District,,-1
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,8,,Other Outcome,,Other Outcome,,12
2011,135,MERIDIAN PCS,165,MERIDIAN PCS,8,116,E.L. HAYNES PCS,1138,E L  HAYNES PCS KANSAS AVENUE CAMPUS,9,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,6,,Other Outcome,,Other Outcome,,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,6,137,OPTIONS PCS,169,OPTIONS PCS,7,11
2011,137,OPTIONS PCS,169,OPTIONS PCS,7,,Other Outcome,,Other Outcome,,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,7,137,OPTIONS PCS,169,OPTIONS PCS,8,14
2011,137,OPTIONS PCS,169,OPTIONS PCS,8,,Out of District,,Out of District,,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,8,,Other Outcome,,Other Outcome,,10
2011,137,OPTIONS PCS,169,OPTIONS PCS,8,137,OPTIONS PCS,169,OPTIONS PCS,9,30
2011,137,OPTIONS PCS,169,OPTIONS PCS,9,,Out of District,,Out of District,,13
2011,137,OPTIONS PCS,169,OPTIONS PCS,9,,Other Outcome,,Other Outcome,,22
2011,137,OPTIONS PCS,169,OPTIONS PCS,9,137,OPTIONS PCS,169,OPTIONS PCS,10,57
2011,137,OPTIONS PCS,169,OPTIONS PCS,9,137,OPTIONS PCS,169,OPTIONS PCS,11,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,10,,Out of District,,Out of District,,12
2011,137,OPTIONS PCS,169,OPTIONS PCS,10,,Other Outcome,,Other Outcome,,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,10,137,OPTIONS PCS,169,OPTIONS PCS,10,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,10,137,OPTIONS PCS,169,OPTIONS PCS,11,39
2011,137,OPTIONS PCS,169,OPTIONS PCS,10,137,OPTIONS PCS,169,OPTIONS PCS,12,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,11,,Out of District,,Out of District,,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,11,,Other Outcome,,Other Outcome,,-1
2011,137,OPTIONS PCS,169,OPTIONS PCS,11,137,OPTIONS PCS,169,OPTIONS PCS,12,33
2011,137,OPTIONS PCS,169,OPTIONS PCS,12,,Out of District,,Out of District,,50
2011,137,OPTIONS PCS,169,OPTIONS PCS,12,,Other Outcome,,Other Outcome,,-1
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,6,,Out of District,,Out of District,,-1
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,6,,Other Outcome,,Other Outcome,,16
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,6,138,PAUL PCS,170,PAUL JHS PCS,7,88
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,7,,Out of District,,Out of District,,16
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,7,,Other Outcome,,Other Outcome,,31
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,7,138,PAUL PCS,170,PAUL JHS PCS,8,151
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,8,,Out of District,,Out of District,,22
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,8,,Other Outcome,,Other Outcome,,37
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,402,BENJAMIN BANNEKER HS,9,14
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,8,108,CAPITAL CITY PCS,1207,CAPITAL CITY HIGH SCHOOL,9,-1
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,9,10
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,8,116,E.L. HAYNES PCS,1138,E L  HAYNES PCS KANSAS AVENUE CAMPUS,9,-1
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,9,13
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,8,138,PAUL PCS,170,PAUL JHS PCS,9,73
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,9,,Out of District,,Out of District,,15
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,9,,Other Outcome,,Other Outcome,,36
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,-1
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,9,-1
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,459,ROOSEVELT HS,9,-1
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,9,108,CAPITAL CITY PCS,1207,CAPITAL CITY HIGH SCHOOL,10,16
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,10,-1
2011,138,PAUL JHS PCS,170,PAUL JHS PCS,9,146,THURGOOD MARSHALL ACADEMY PCS,191,THURGOOD MARSHALL ACADEMY PCS,10,-1
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,PS,,Other Outcome,,Other Outcome,,15
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,PS,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,PK,30
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,PK,,Other Outcome,,Other Outcome,,-1
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,PK,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,KG,41
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,KG,,Out of District,,Out of District,,-1
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,KG,,Other Outcome,,Other Outcome,,10
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,KG,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,1,26
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,1,,Other Outcome,,Other Outcome,,10
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,1,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,2,37
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,2,,Other Outcome,,Other Outcome,,-1
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,2,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,3,20
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,3,,Other Outcome,,Other Outcome,,-1
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,3,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,4,19
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,4,,Other Outcome,,Other Outcome,,-1
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,4,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,5,36
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,5,,Other Outcome,,Other Outcome,,18
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,5,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,6,15
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,6,,Other Outcome,,Other Outcome,,-1
2011,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,6,139,POTOMAC LIGHTHOUSE PCS,117,POTOMAC LIGHTHOUSE PCS,7,17
2011,140,ROOTS PCS,173,ROOTS PCS MAIN CAMPUS,PS,,Other Outcome,,Other Outcome,,-1
